Text|Date|URL
di Pierluigi Panza Nella sezione sull'impegno sociale dell'iniziativa letteraria si è distinto Accabò, il libro di Isabella Becherucci. Gli altri attestati Premio Città di Como: il riconoscimento per il sociale a un «romanzo di donne» / Isabella Becherucci Il Premio internazionale di letteratura Città di Como è il primo ad aver istituito una sezione che premia un libro di narrativa rivolto all'impegno sociale e, in particolare, alla disabilità. Il riconoscimento è andato a Isabella Becherucci, docente di Letteratura Italiana all'Università europea di Roma, con il romanzo Accabò (Canneto Editore). «L'opera – scrive la giuria del Premio - si distingue per la capacità di intrecciare differenti epoche e registri linguistici, fondendo racconto realistico, introspezione psicologica e riflessione sulla disabilità. Il linguaggio, accurato e fortemente espressivo, conferisce al testo una dimensione originale e pienamente letteraria. Il titolo, Accabò, richiama una parola enigmatica pronunciata da Luisa, che diventa simbolo di una lingua altra, poetica e rivelatrice». Accabò è un romanzo di donne: c'è la trisavola Nuzza, con il suo innocente giovane amore impossibile; e c'è Gina, claudicante figlia del giardiniere e appassionata custode dei volumi di famiglia, sconfitta dalle spartizioni testamentarie. C'è la vecchia zia Emma, stretta nel ruolo tanto poco edificante di moglie e madre; e c'è Luisa senior, che si ritaglia uno spazio in un mondo ancora tutto maschile ai cui successi funge da contraltare la perizia per l'interdizione della «seconda Luisa», la nipote affetta da sindrome di Down, totalmente invalida a ogni attività lavorativa ai cui evocativi neologismi e proverbi confusamente riadattati non ci si può non affezionare. Gli altri riconoscimenti della XII edizione del Premio internazionale di letteratura Città di Como sono andati a Giovanni Caprara, editorialista scientifico del Corriere della Sera (alla carriera), Alberto Riva per la sezione di narrativa edita, Gianrico Carofiglio per la saggistica e Mario Santagostini per la poesia, mentre Flavio Soriga e Isabella Salmoirago hanno ricevuto un premio ex aequo per la letteratura per ragazzi. Il Premio Città di Como è stato ideato nel 2014 da Giorgio Albonico e promosso dall'Associazione Eleutheria.|2025-11-25|https://www.corriere.it/buone-notizie/25_novembre_24/premio-citta-di-como-il-riconoscimento-per-il-sociale-a-un-romanzo-di-donne-36f84f91-4559-4248-92bd-a2b7efe93xlk.shtml
